id,Reserve.Location,Code.Loc.Snap,Site.Original,Camera.Site.Concatenate,Camera.Site.Std,Setup.Date,Setup.Time,Lat_Y,Long_X,Cam.Brand,Flash,Cam.Serial.No,Height,Fixture,DRXN,IMG# N,IMG# E,IMG# S,IMG# W,IMG# CT,Habitat.Descriptor,Shade,Visib.1,Visib.1,Visib.1,SITE_ID,Dist.Tree.1,Dist.Tree.2,Dist.Tree.3,Dist.Tree.4,Dist.Tree.5,Dist.Tree.6,Dist.Tree.7,Dist.Tree.8,Dist.Tree.9,Dist.Tree.10,Dist.Road,Dist.Water,Dist.Outcrop,Dist.Trail,Gral.Comments,other.cols.WATER (Km)P,other.cols.in.metadata2,Setup.Date.Original,Management.Type,Official.Name,Country,Province,Municipality,Vegetation,Biome,Elevation
339,Namaqua,NAM,A04,NAM_A04,NAM_A04,2019-02-27,11:00,-30.14656,17.71934,Cuddeback,Black,1231A6008187,50,Pole,N,6129,6130,6131,6132,6133,River bottom,3,42,1,12,A04,14,9,7,1,9,12,5,20,23,10,26,,23,2,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,NAMAQUALAND BROKEN VELD,Succulent Karoo,382
340,Namaqua,NAM,A05,NAM_A05,NAM_A05,2019-02-27,11:27,-30.13824,17.70270,Cuddeback,Black,1231A6007491,50,Pole,NW,6134,6135,6136,6137,6138,Open hill side,0,7,376,142,A05,489,170,178,168,170,190,180,163,202,218,55,,-,2,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,NAMAQUALAND BROKEN VELD,Succulent Karoo,382
341,Namaqua,NAM,A06,NAM_A06,NAM_A06,2019-02-27,12:09,-30.12051,17.69420,Cuddeback,Black,1231A6014182,45,Pole,S,6139,6140,6141,6142,6143,Open hill side,0,31,44,603,A06,464,450,450,448,420,425,488,531,660,400,195,,-,3,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,NAMAQUALAND BROKEN VELD,Succulent Karoo,382
342,Namaqua,NAM,A07,NAM_A07,NAM_A07,2019-02-27,12:46,-30.11074,17.67750,Cuddeback,Black,1231A6004008,45,Pole,S,6144,6145,6146,6147,6148,River bottom,0,15,32,9,A07,15,33,31,30,36,51,41,30,29,2,32,,180,-,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,SUCCULENT KAROO,Succulent Karoo,382
343,Namaqua,NAM,A08,NAM_A08,NAM_A08,2019-02-27,13:14,-30.09779,17.66591,Cuddeback,Black,1231A6014189,40,Pole,SW,6149,6150,6151,6152,6153,Open hill side,0,42,12,5,A08,300,350,260,440,435,400,441,42,450,6,152,,136,-,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,SUCCULENT KAROO,Succulent Karoo,261
344,Namaqua,NAM,A09,NAM_A09,NAM_A09,2019-02-27,13:42,-30.08312,17.65278,Cuddeback,Black,1231A6008182,50,Pole,S,6154,6155,6156,6157,6158,Open hill side,0,29,33,42,A09,-,-,-,-,-,-,-,-,-,-,77,,618,3,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,SUCCULENT KAROO,Succulent Karoo,279
345,Namaqua,NAM,A10,NAM_A10,NAM_A10,2019-02-27,14:17,-30.06282,17.65433,Cuddeback,Black,1231A6007487,35,Pole,NW,6162,6163,6164,6165,6166,Open hill side,1,540,557,19,A10,2,40,86,347,300,191,340,345,364,414,91,,-,-,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,SUCCULENT KAROO,Succulent Karoo,279
346,Namaqua,NAM,A11,NAM_A11,NAM_A11,2019-02-27,14:51,-30.05457,17.67382,Cuddeback,Black,1231A6001541,25,Pole,SW,6167,6168,6169,6170,6171,Open hill side,0,30,8,1500+,A11,9,22,24,29,7,12,13,7,-,-,30,,-,3,,,,27/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,SUCCULENT KAROO,Succulent Karoo,551
347,Namaqua,NAM,A12,NAM_A12,NAM_A12,2019-02-28,8:27,-30.15042,17.69011,Cuddeback,Black,1231A6007367,50,Pole,SW,6172,6173,6174,6175,6176,Drainage line,2,60,1,1,A12,24,1,23,43,-,-,-,-,-,-,76,,40,-,,,,28/02/2019,National Park ,Namaqua National Park,South Africa,Northern Cape,Kamiesberg,SUCCULENT KAROO,Succulent Karoo,382
348,Namaqua,NAM,A13,NAM_A13,NAM_A13,2019-02-28,8:52,-30.13839,17.67190,Cuddeback,Black,1231A6007364,45,Pole,NE,6177,6178,6179,6180,6181,Open hill side,1,288,1,6,A13,11,6,9,1,3,-,-,-,-,-,60,,373,-,,,,28/02/2020,National Park ,Namaqua National Park,South Africa,Western Cape,Cape Agulhas,COASTAL MACCHIA,Fynbos,382
349,Namaqua,NAM,A14,NAM_A14,NAM_A14,2019-02-28,9:27,-30.12846,17.66018,Cuddeback,Black,1231A6007486,30,Pole,W,6192,6193,6194,6195,6198,Gulley side,1,496,1,2,A14,10,12,17,13,5,5,223,-,-,-,139,,77,5,,,,28/02/2021,National Park ,Namaqua National Park,South Africa,Western Cape,Swellendam,COASTAL MACCHIA,Fynbos,261
350,Namaqua,NAM,A15,NAM_A15,NAM_A15,2019-02-28,10:02,-30.13111,17.63494,Cuddeback,Black,1231A6007358,40,Pole,NW,6201,6202,6203,6204,6205,Open hill side,0,1500+,10,6,A15,6,-,-,-,-,-,-,-,-,-,66,,6,-,,,,28/02/2022,National Park ,Namaqua National Park,South Africa,Western Cape,Cape Agulhas,COASTAL MACCHIA,Fynbos,261
351,Namaqua,NAM,A16,NAM_A16,NAM_A16,2019-02-28,10:35,-30.12596,17.61320,Cuddeback,Black,1231A6007494,45,Pole,W,6206,6207,6208,6209,6210,River bottom,0,31,20,23,A16,39,-,-,-,-,-,-,-,-,-,173,,47,-,,,,28/02/2023,National Park ,Namaqua National Park,South Africa,Western Cape,Swellendam,COASTAL MACCHIA,Fynbos,261
352,Namaqua,NAM,A17,NAM_A17,NAM_A17,2019-02-28,11:07,-30.10578,17.61174,Cuddeback,Black,1231A6007488,50,Pole,E,6211,6212,6213,6214,6215,Valley botttom,0,118,5,158,A17,-,-,-,-,-,-,-,-,-,-,166,,25,-,,,,28/02/2024,National Park ,Namaqua National Park,South Africa,Western Cape,Cape Agulhas,COASTAL MACCHIA,Fynbos,261
353,Namaqua,NAM,A18,NAM_A18,NAM_A18,2019-02-28,11:35,-30.08920,17.61819,Cuddeback,Black,1231A6007362,35,Pole,E,6216,6217,6218,6219,6220,Open hill side,0,8,5,5,A18,-,-,-,-,-,-,-,-,-,-,160,,11,3,,,,28/02/2025,National Park ,Namaqua National Park,South Africa,Western Cape,Cape Agulhas,COASTAL MACCHIA,Fynbos,261
354,Namaqua,NAM,A19,NAM_A19,NAM_A19,2019-02-28,12:03,-30.07925,17.63280,Cuddeback,Black,1231A6007359,25,Pole,S,6225,6226,6227,6228,6229,River bottom,0,129,5,6,A19,-,-,-,-,-,-,-,-,-,-,29,,240,-,,,,28/02/2026,National Park ,Namaqua National Park,South Africa,Western Cape,Swellendam,COASTAL RENOSTERBOSVELD,Fynbos,279
355,Namaqua,NAM,A20,NAM_A20,NAM_A20,2019-02-28,12:29,-30.06539,17.62456,Cuddeback,Black,1231A6007318,30,Pole,S,6230,6231,6232,6233,6234,Open hill side,0,6,7,14,A20,-,-,-,-,-,-,-,-,-,-,169,,1,4,,,,28/02/2027,National Park ,Namaqua National Park,South Africa,Western Cape,Swellendam,COASTAL RENOSTERBOSVELD,Fynbos,279
356,Samara,SAB,B5_H04,SAB_H04,SAB_H04,2019-02-05,9:09,-32.45924,24.93681,Cuddleback,White,?,30,Tree,N,on Lain's camera,,,,,Riverine thicket,1,79,13,5,H04,43,8,4,8,3,11,12,11,10,47,84,,2,1,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Blue Crane Route,SUCCULENT MOUNTAIN SCRUB(SPEKBOOMVELD),Thicket,94
357,Samara,SAB,B5_G05,SAB_G05,SAB_G05,2019-02-05,9:43,-32.44332,24.95140,Cuddleback,White,1347C6002105,40,Tree,SW,,,,,,Drainage,2,5,5,6,G05,3,4,5,6,8,4,11,18,9,30,28,,8,1,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Blue Crane Route,SUCCULENT MOUNTAIN SCRUB(SPEKBOOMVELD),Thicket,94
358,Samara,SAB,B5_F04,SAB_F04,SAB_F04,2019-02-05,10:17,-32.42487,24.94109,Cuddleback,White,134716002563,20,Tree,,,,,,,Drainage,1,2,6,1,F04,2,2,1,5,7,7,4,5,3,3,,,1,1,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Blue Crane Route,SUCCULENT MOUNTAIN SCRUB(SPEKBOOMVELD),Thicket,812
359,Samara,SAB,B5_E04,SAB_E04,SAB_E04,2019-02-05,10:42,-32.40640,24.93010,Cuddleback,White,134716004999,25,Tree,,,,,,,Thicket,1,5,6,5,E04,2,7,3,1,4,3,5,3,6,5,28,,,1,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Blue Crane Route,SUCCULENT MOUNTAIN SCRUB(SPEKBOOMVELD),Thicket,812
360,Samara,SAB,B5_D04,SAB_D04,SAB_D04,2019-02-05,11:17,-32.38583,24.93625,Cuddleback,White,134716003752,30,Tree,,,,,,,Grassland,3,157,53,1,D04,350,350,38,1,1,1,2,2,4,4,50,,147,,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,SUCCULENT MOUNTAIN SCRUB(SPEKBOOMVELD),Grassland,812
361,Samara,SAB,B5_C04,SAB_C04,SAB_C04,2019-02-05,11:53,-32.36496,24.93676,Cuddleback,White,134716004895,20,Pole,,,,,,,Grassland,1,21,10,2,C04,75,147,101,148,148,146,219,303,76,176,70,,,1,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,FALSE KARROID BROKEN VELD,Grassland,1196
362,Samara,SAB,B5_C03,SAB_C03,SAB_C03,2019-02-05,12:26,-32.36627,24.91232,Cuddleback,White,134716001545,20,Tree,,,,,,,Thicket,2,5,6,5,C03,6,5,4,5,6,5,8,6,7,5,22,,120,1,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,FALSE KARROID BROKEN VELD,Grassland,1196
363,Samara,SAB,B5_C02,SAB_C02,SAB_C02,2019-02-05,12:46,-32.36458,24.88340,Cuddleback,White,134716001544,15,Tree,,,,,,,Thicket,1,4,15,7,C02,5,5,3,3,6,6,5,8,7,7,30,,,1,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,FALSE KARROID BROKEN VELD,Thicket,1196
364,Samara,SAB,B5_D02,SAB_D02,SAB_D02,2019-02-05,13:21,-32.38350,24.88090,Cuddleback,White,134716002564,25,Tree,,,,,,,Thicket,1,3,5,6,D02,4,4,3,1,4,1,5,6,8,6,,,,,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,FALSE KARROID BROKEN VELD,Grassland,968
365,Samara,SAB,B5_E02,SAB_E02,SAB_E02,2019-02-05,13:46,-32.40329,24.88644,Cuddleback,White,134716002562,35,Tree,,,,,,,Shrubland,1,7,12,16,E02,9,7,19,11,12,11,16,7,2,3,30,,,,SAB is another fenced area for big five in SAM,,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,SUCCULENT MOUNTAIN SCRUB(SPEKBOOMVELD),Thicket,968
366,Samara,SAM,A01,SAM_A01,SAM_A01,2019-02-05,15:07,-32.26744,24.84449,Cuddleback,White,134716002556,20,Tree,W,,,,,,Shrubland,2,1,11,8,A01,11,6,6,8,8,5,5,2,2,3,46,,0,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,KARROID DANTHONIA MOUNTAIN VELD,Thicket,968
367,Samara,SAM,B01,SAM_B01,SAM_B01,2019-02-05,15:27,-32.28732,24.83875,Cuddleback,White,134716002565,20,Tree,SW/W,,,,,,Shrubland,2,12,5,1,B01,7,6,9,6,10,11,6,6,10,8,23,,12,1,"NO big five in SAM, both next to each other as in Tswalu",,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Camdeboo,KARROID DANTHONIA MOUNTAIN VELD,Nama Karoo,968
368,Samara,SAM,C01,SAM_C01,SAM_C01,2019-02-05,15:44,-32.30741,24.83376,Cuddleback,White,134716002560,15,Tree,NE,,,,,,Drainage,1,6,5,8,C01,6,6,7,6,5,5,1,3,4,5,38,,,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Blue Crane Route,FALSE KARROID BROKEN VELD,Nama Karoo,1293
369,Samara,SAM,D01,SAM_D01,SAM_D01,2019-02-05,16:02,-32.32753,24.83490,Cuddleback,White,134716002558,15,Tree,SW/S,,,,,,Open shrubland,1,8,18,7,D01,17,13,7,7,8,7,7,8,10,12,56,,728,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Eastern Cape,Blue Crane Route,SUCCULENT MOUNTAIN SCRUB(SPEKBOOMVELD),Thicket,1293
370,Samara,SAM,D02,SAM_D02,SAM_D02,2019-02-05,16:32,-32.32903,24.81088,Cuddleback,White,134716001347,15,Tree,W,,,,,,Thicket,2,4,5,2,D02,4,5,5,5,2,3,3,6,5,5,10,,10,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Western Cape,Witzenberg,SUCCULENT KAROO,Succulent Karoo,1293
371,Samara,SAM,E02,SAM_E02,SAM_E02,2019-02-05,17:20,-32.34904,24.80609,Cuddleback,White,134716002574,15,Tree,E,,,,,,Shrubland,1,4,5,6,E02,6,6,3,6,4,12,12,15,9,12,76,,,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,1293
372,Samara,SAM,F02,SAM_F02,SAM_F02,2019-02-05,17:46,-32.36784,24.79556,Cuddleback,White,134716002561,20,Tree,E,,,,,,Grassland,1,1,28,42,F02,60,27,56,65,42,99,65,48,19,32,45,,,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-02-05,Private reserve,Samara Private Nature Reserve ,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,1245
373,Samara,SAM,G02,SAM_G02,SAM_G02,2019-03-05,7:35,-32.38551,24.78617,Cuddleback,White,134716002573,20,Tree,W,,,,,,Shrubland,2,4,5,7,G02,6,12,11,11,12,5,6,7,6,11,42,,,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-03-05,Private reserve,Samara Private Nature Reserve ,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,1007
374,Samara,SAM,G01,SAM_G01,SAM_G01,2019-03-05,8:10,-32.39100,24.81032,Cuddleback,White,134716002576,30,Tree,,,,,,,Drainage,2,1,8,8,G01,2,3,4,3,15,10,12,11,12,15,,,171,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-03-05,Private reserve,Samara Private Nature Reserve ,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,1007
375,Samara,SAM,H02,SAM_H02,SAM_H02,2019-03-05,9:16,-32.40553,24.78118,Cuddleback,White,134716002572,30,Pole,S/SW,,,,,,Grassland,1,15,61,7,H02,1,20,55,27,47,17,27,18,21,20,60,,160,,"NO big five in SAM, both next to each other as in Tswalu",,,2019-03-05,Private reserve,Samara Private Nature Reserve ,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,1007
376,Tankwa,TAN,A01,TAN_A01,TAN_A01,2019-06-17,12:43,-32.33797596,19.99834699,Cuddeback ,Black flash,1231A6004254,50,Pole,S,640,641,642,643,177,"Riverine (no water, stony ground)",2,20,7,4,A01,3,2,4,10,5,4,16,15,18,6,70,,19,1.5,,,,17-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,1007
377,Tankwa,TAN,A02,TAN_A02,TAN_A02,2019-06-17,13:30,-32.33602004,19.97395196,Cuddeback ,Black flash,1231A6004258,50,Pole,SE,644,645,646,647,,Arid Karoo/clay soil,0,500,200,NA,A02,1,,,,,,,,,,60,,NA,2,,,,17-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,1007
378,Tankwa,TAN,A03,TAN_A03,TAN_A03,2019-06-17,14:09,-32.33429404,19.94953204,Cuddeback ,Black flash,1231A6004259,50,Pole,S,649,650,651,652,653,Arid Karoo/clay soil,0,NA,,,A03,NA,,,,,,,,,,149,,NA,NA,,,,17-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,401
379,Tankwa,TAN,A04,TAN_A04,TAN_A04,2019-06-17,14:32,-32.33801602,19.92444802,Cuddeback ,Black flash,1231A6004247,50,Pole,S,654,655,656,657,658,Arid Karoo,0,NA,,,A04,NA,,,,,,,,,,100,,360,NA,,,,17-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,401
380,Tankwa,TAN,A05,TAN_A05,TAN_A05,2019-06-17,14:55,-32.34115697,19.899536,Cuddeback ,Black flash,1231A6004259,50,Pole,E,659,660,661,662,663,Arid Karoo,0,NA,,,A05,NA,,,,,,,,,,70,,NA,NA,,,,17-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,401
381,Tankwa,TAN,A06,TAN_A06,TAN_A06,2019-06-18,13:00,-32.32115901,19.89363799,Cuddeback ,Black flash,1231A6004260,50,Pole,SE,98,99,100,101,103,Succulent Karoo/Rocky soil,0,42,45,10,A06,NA,,,,,,,,,,100,,NA,1.5,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,401
382,Tankwa,TAN,A07,TAN_A07,TAN_A07,2019-06-18,13:22,-32.29937796,19.89110699,Cuddeback ,Black flash,1231A6004292,50,Pole,SE,105,106,107,109,110,Rocky soil/seasonal stream,0,13,25,21,A07,NA,,,,,,,,,,264,,NA,1,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,370
383,Tankwa,TAN,A08,TAN_A08,TAN_A08,2019-06-18,13:54,-32.28005298,19.88194004,Cuddeback ,Black flash,1231A6004296,50,Pole,SE,111,112,113,114,115,Rocky soil/top small hill,0,NA,,,A08,NA,,,,,,,,,,670,,263,NA,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,432
384,Tankwa,TAN,A09,TAN_A09,TAN_A09,2019-06-18,14:25,-32.25993097,19.88579999,Cuddeback ,Black flash,1231A6004256,50,Pole,SW,117,118,119,120,121,Rocky soil,0,NA,11,7,A09,NA,,,,,,,,,,234,,NA,NA,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,432
385,Tankwa,TAN,A10,TAN_A10,TAN_A10,2019-06-18,15:00,-32.24540798,19.90314298,Cuddeback ,Black flash,1231A6004301,50,Pole,W,122,124,125,126,127,Rocky soil/seasonal stream,0,104,NA,50,A10,NA,,,,,,,,,,305,,NA,1,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,432
386,Tankwa,TAN,A11,TAN_A11,TAN_A11,2019-06-18,15:25,-32.23329001,19.92330196,Cuddeback ,Black flash,1231A6004263,50,Pole,SE,133,134,134,135,136,Rocky soil,0,NA,,,A11,NA,,,,,,,,,,100,,300,NA,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,432
387,Tankwa,TAN,A12,TAN_A12,TAN_A12,2019-06-19,9:14,-32.23087996,19.946261,Cuddeback ,Black flash,1231A6005825,50,Pole,VE,138,139,140,141,142,Succulent Karoo/dense shrubs (few invasive trees),0,2,4,2,A12,26,29,17,58,,,,,,,70,,NA,1.5,,,,19-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,435
388,Tankwa,TAN,A13,TAN_A13,TAN_A13,2019-06-19,9:29,-32.23547299,19.96881302,Cuddeback ,Black flash,1231A6008182,50,Pole,S,143,144,145,146,147,Clay soil/dense shrubs,0,3,2,2,A13,NA,,,,,,,,,,96,,NA,1,,,,19-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,513
389,Tankwa,TAN,A14,TAN_A14,TAN_A14,2019-06-19,10:05,-32.23700596,19.993934,Cuddeback ,Black flash,1231A6005822,50,Pole,SE,148,149,150,151,152,"Clay soil/seasonal st,  bottom hill",0,13,NA,NA,A14,NA,,,,,,,,,,409,,85,1,,,,19-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Hantam,SUCCULENT KAROO,Succulent Karoo,513
390,Tankwa,TAN,A15,TAN_A15,TAN_A15,2019-06-19,10:34,-32.23283202,20.01653203,Cuddeback ,Black flash,1231A6007318,50,Pole,W,153,154,155,156,157,Arid Karoo/seasonal st/rocky,0,NA,,,A15,NA,,,,,,,,,,120,,134,1,,,,19-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,513
391,Tankwa,TAN,A16,TAN_A16,TAN_A16,2019-06-19,11:00,-32.21368197,20.01724097,Cuddeback ,Black flash,1231A6007364,50,Pole,SW,158,159,160,161,162,"Rocky soil with stones, middle hill,succulent",0,2,12,6,A16,NA,,,,,,,,,,138,,16,2.5,,,,19-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Joe Morolong,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,513
392,Tankwa,TAN,A17,TAN_A17,TAN_A17,2019-06-19,11:30,-32.20286404,20.02939297,Cuddeback ,Black flash,1231A6007494,50,Pole,NE,167,168,169,170,171,"Succulent Karoo/rocky soil, botton hill,",0,4,16,14,A17,NA,,,,,,,,,,17,,16,1,,,,19-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Joe Morolong,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,535
393,Tankwa,TAN,B01,TAN_B01,TAN_B01,2019-06-18,10:55,-32.285161,19.94982599,Cuddeback ,Black flash,1231A6004261,50,Pole,SE,75,76,77,78,79,Rocky soil/minor hill,0,60,NA,244,B01,NA,,,,,,,,,,70,,478,NA,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Joe Morolong,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,535
394,Tankwa,TAN,B02,TAN_B02,TAN_B02,2019-06-18,11:30,-32.27804803,19.92725101,Cuddeback ,Black flash,1231A6004300,50,Pole,W,82,83,84,85,87,Succulent Karoo/seasonal stream,0,39,13,9,B02,NA,,,,,,,,,,94,,300,1.5,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Joe Morolong,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,535
395,Tankwa,TAN,B03,TAN_B03,TAN_B03,2019-06-18,12:50,-32.26460597,19.90809401,Cuddeback ,Black flash,1231A6007487,50,Pole,SW,91,92,93,94,95,Rocky soil,0,NA,,,B03,NA,,,,,,,,,,109,,NA,1.5,,,,18-Jun-2019,National Park ,Tankwa Karoo National Park,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,458
396,Tswalu_Korannaberg ,TSW,KA02,TSW_KA02,KBR_A02,2018-11-18,9:02,-27.26188,22.34283,Cuddeback,White - Strobe,1347I6002616,70,Tree ,E,5323,5324,5325,5326,5327,Melifera dune veld,1,5,4,7,A02,1,4,4,3,5,7,7,4,7,8,77,908,0,3,Korannaberg : No lion area,,,18-Nov-2018,Private reserve,Tswalu Kalahari Reserve,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,458
397,Tswalu_Korannaberg ,TSW,KA03,TSW_KA03,KBR_A03,2018-11-18,8:31,-27.26170,22.36669,Cuddeback,White - Strobe,1347I6002600,40,Tree ,NE,5318,5319,5320,5321,5322,Erioloba dune valley,3,28,18,116,A03,1,13,12,16,9,20,24,19,19,28,76,2995,290,2,Korannaberg : No lion area,,,18-Nov-2018,Private reserve,Tswalu Kalahari Reserve,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,432
398,Tswalu_Korannaberg ,TSW,KA05,TSW_KA05,KBR_A05,2018-11-18,11:54,-27.26174,22.41538,Cuddeback,White - Strobe,1347I6002596,50,Tree ,SW,5348,5349,5350,5351,5352,Haemotoxylon dune crest,0,9,10,7,A05,1,2,19,20,24,11,9,12,25,20,87,3031,0,9,Korannaberg : No lion area,,,18-Nov-2018,Private reserve,Tswalu Kalahari Reserve,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1112
399,Tswalu_Korannaberg ,TSW,KA06,TSW_KA06,KBR_A06,2018-11-18,7:25,-27.25917,22.43173,Cuddeback,White - Strobe,1347I6002602,80,Tree ,E,5313,5314,5315,5316,5317,Boscia duneveld,3,8,1,1,A06,1,2,3,4,5,7,8,13,17,17,30,1556,0,4,Korannaberg : No lion area,,,18-Nov-2018,Private reserve,Tswalu Kalahari Reserve,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1112
400,Tswalu_Korannaberg ,TSW,KA07,TSW_KA07,KBR_A07,2018-11-19,12:21,-27.25309,22.45428,Cuddeback,White - Strobe,1347I6002610,70,Tree ,SW,5408,5409,5410,5411,5412,Erioloba foothill,2,11,19,6,A07,6,7,7,4,7,11,12,11,7,9,50,1463,75,3,Korannaberg : No lion area,,,19-Nov-2018,Private reserve,Tswalu Kalahari Reserve,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1112
401,Tswalu_Korannaberg ,TSW,KB02,TSW_KB02,KBR_B02,2018-11-18,9:32,-27.28055,22.34438,Cuddeback,White - Strobe,1347I6002617,40,Tree ,SW,5328,5329,5330,5331,5332,Erioloba dune valley,2,9,35,2,B02,2,3,4,13,16,9,17,20,28,24,95,2761,170,4,Korannaberg : No lion area,,,18-Nov-2018,Private reserve,Tswalu Kalahari Reserve,South Africa,Northern Cape,Tsantsabane,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1210
